
央视,#genre#
CCTV9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225626/index.m3u8
CCTV10,http://39.135.138.60:18890/PLTV/88888910/224/3221225636/index.m3u8
CCTV10,http://117.169.121.162:6610/PLTV/88888910/224/3221225627/index.m3u8
CCTV10,http://117.169.121.162:6610/PLTV/88888910/224/3221225636/index.m3u8
CCTV11,http://117.169.121.162:6610/PLTV/88888910/224/3221225628/index.m3u8
CCTV11,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV11,http://39.135.138.60:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV12,http://39.135.138.58:18890/TVOD/88888888/224/3221225637/index.m3u8
CCTV12,http://117.169.121.162:6610/PLTV/88888910/224/3221225629/index.m3u8
CCTV12,http://117.169.121.162:6610/PLTV/88888910/224/3221225637/index.m3u8
CCTV13,http://117.169.121.162:6610/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://39.135.138.58:18890/PLTV/88888888/224/3221225638/index.m3u8
CCTV14,http://39.135.138.60:18890/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://117.169.121.162:6610/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://117.169.121.162:6610/PLTV/88888910/224/3221225640/index.m3u8
CCTV15,http://117.169.121.162:6610/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://182.151.211.171:808/hls/15/index.m3u8
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8?icpid=88888888&from=30&hms_devid=1452
CCTV15,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV16,http://39.134.116.30:8080/PLTV/88888888/224/3221226230/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221226230/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226233/index.m3u8
CCTV16,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV17,http://117.169.121.162:6610/PLTV/88888910/224/3221225908/index.m3u8
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225909/index.m3u8
CCTV17,http://39.135.138.60:18890/PLTV/88888910/224/3221225908/index.m3u8 
CCTV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8
CCTV2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV5,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8
CCTV6,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV7,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV8,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV9,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV10,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV11,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8
CCTV12,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
CCTV13,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV14,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV15,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV16,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV17,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8
中学生,http://bytedance.live.cqccn.com/__cl/cg:live/__c/qicai/__op/default/__f//index.m3u8
发现之旅,http://bytedance.live.cqccn.com/__cl/cg:live/__c/faxian/__op/default/__f//index.m3u8
老故事,http://bytedance.live.cqccn.com/__cl/cg:live/__c/gushi/__op/default/__f//index.m3u8
书画,http://bytedance.live.cqccn.com/__cl/cg:live/__c/shuhua/__op/default/__f//index.m3u8
摄影,http://bytedance.live.cqccn.com/__cl/cg:live/__c/sheying/__op/default/__f//index.m3u8
国学,http://bytedance.live.cqccn.com/__cl/cg:live/__c/guoxue/__op/default/__f//index.m3u8
靓妆,http://bytedance.live.cqccn.com/__cl/cg:live/__c/liang/__op/default/__f//index.m3u8
新动漫,http://bytedance.live.cqccn.com/__cl/cg:live/__c/dongman/__op/default/__f//index.m3u8
游戏竞技,http://bytedance.live.cqccn.com/__cl/cg:live/__c/youxi/__op/default/__f//index.m3u8
中华特产,http://bytedance.live.cqccn.com/__cl/cg:live/__c/techan/__op/default/__f//index.m3u8
极速汽车,http://bytedance.live.cqccn.com/__cl/cg:live/__c/car/__op/default/__f//index.m3u8
生态环境,http://bytedance.live.cqccn.com/__cl/cg:live/__c/shengtai/__op/default/__f//index.m3u8
四海钓鱼,http://bytedance.live.cqccn.com/__cl/cg:live/__c/diaoyu/__op/default/__f//index.m3u8
中国气象,http://bytedance.live.cqccn.com/__cl/cg:live/__c/tianqiSD/__op/default/__f//index.m3u8
车迷频道,http://bytedance.live.cqccn.com/__cl/cg:live/__c/doxtv/__op/default/__f//index.m3u8
CGTN,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cgtnSD/__op/default/__f//index.m3u8
求索纪录,http://bytedance.live.cqccn.com/__cl/cg:live/__c/qsjlHD/__op/default/__f//index.m3u8
百姓健康,http://bytedance.live.cqccn.com/__cl/cg:live/__c/jiankangSD/__op/default/__f//index.m3u8
快乐垂钓,http://bytedance.live.cqccn.com/__cl/cg:live/__c/klcdHD/__op/default/__f//index.m3u8
早期教育,http://bytedance.live.cqccn.com/__cl/cg:live/__c/zaojiaoHD/__op/default/__f//index.m3u8
东方财经,http://bytedance.live.cqccn.com/__cl/cg:live/__c/dfcj/__op/default/__f//index.m3u8
证券服务,http://bytedance.live.cqccn.com/__cl/cg:live/__c/jiazheng/__op/default/__f//index.m3u8
收藏天下,http://bytedance.live.cqccn.com/__cl/cg:live/__c/soucang/__op/default/__f//index.m3u8
财富天下,http://bytedance.live.cqccn.com/__cl/cg:live/__c/caifu/__op/default/__f//index.m3u8
天元围棋,http://bytedance.live.cqccn.com/__cl/cg:live/__c/weiqi/__op/default/__f//index.m3u8
先锋乒羽,http://bytedance.live.cqccn.com/__cl/cg:live/__c/xianfeng/__op/default/__f//index.m3u8
环球旅游,http://bytedance.live.cqccn.com/__cl/cg:live/__c/huanqiulvyou/__op/default/__f//index.m3u8
纪实科教,http://bytedance.live.cqccn.com/__cl/cg:live/__c/bjayjsSD/__op/default/__f//index.m3u8
SiTV都市剧场,http://bytedance.live.cqccn.com/__cl/cg:live/__c/dsjcHD/__op/default/__f//index.m3u8
SiTV魅力足球,http://bytedance.live.cqccn.com/__cl/cg:live/__c/mlzqHD/__op/default/__f//index.m3u8
SiTV动漫秀场,http://bytedance.live.cqccn.com/__cl/cg:live/__c/dmxcHD/__op/default/__f//index.m3u8
SiTV游戏风云,http://bytedance.live.cqccn.com/__cl/cg:live/__c/yxfyHD/__op/default/__f//index.m3u8
SiTV生活时尚,http://bytedance.live.cqccn.com/__cl/cg:live/__c/shenghuo/__op/default/__f//index.m3u8
SiTV法治天地,http://bytedance.live.cqccn.com/__cl/cg:live/__c/fazhi/__op/default/__f//index.m3u8
SiTV金色学堂,http://bytedance.live.cqccn.com/__cl/cg:live/__c/jinse/__op/default/__f//index.m3u8
CHC高清电影,http://bytedance.live.cqccn.com/__cl/cg:live/__c/chcgqdyHD/__op/default/__f//index.m3u8
CHC动作电影,http://bytedance.live.cqccn.com/__cl/cg:live/__c/chcdzdyHD/__op/default/__f//index.m3u8
CHC家庭影院,http://bytedance.live.cqccn.com/__cl/cg:live/__c/chcjtyyHD/__op/default/__f//index.m3u8
CCTV风云剧场,http://bytedance.live.cqccn.com/__cl/cg:live/__c/shandongHD/__op/default/__f//index.m3u8
CCTV风云剧场,http://bytedance.live.cqccn.com/__cl/cg:live/__c/fyjcHD/__op/default/__f//index.m3u8
CCTV风云音乐,http://bytedance.live.cqccn.com/__cl/cg:live/__c/fyyyHD/__op/default/__f//index.m3u8
CCTV风云足球,http://bytedance.live.cqccn.com/__cl/cg:live/__c/fyzqHD/__op/default/__f//index.m3u8
CCTV怀旧剧场,http://bytedance.live.cqccn.com/__cl/cg:live/__c/hjjcHD/__op/default/__f//index.m3u8
CCTV第一剧场,http://bytedance.live.cqccn.com/__cl/cg:live/__c/diyijuchangHD/__op/default/__f//index.m3u8
CCTV兵器科技,http://bytedance.live.cqccn.com/__cl/cg:live/__c/bqkjHD/__op/default/__f//index.m3u8
CCTV央视文化,http://bytedance.live.cqccn.com/__cl/cg:live/__c/yswhHD/__op/default/__f//index.m3u8
CCTV高尔夫网球,http://bytedance.live.cqccn.com/__cl/cg:live/__c/golfHD/__op/default/__f//index.m3u8
CCTV央视台球,http://bytedance.live.cqccn.com/__cl/cg:live/__c/ystqHD/__op/default/__f//index.m3u8
CCTV女性时尚,http://bytedance.live.cqccn.com/__cl/cg:live/__c/nvxing/__op/default/__f//index.m3u8
CHC动作电影,https://live.v1.mk/aishang/chcdzdy
CHC高清电影,https://live.v1.mk/aishang/chcgqdy
CHC家庭影院,https://live.v1.mk/aishang/chcjtyy
欢笑剧场,https://live.v1.mk/api/bestv.php?id=hxjc8m/8000000
CCTV风云足球,http://218.17.216.102:9901/tsfile/live/1065_1.m3u8
CCTV怀旧剧场,http://218.17.216.102:9901/tsfile/live/1069_1.m3u8
CCTV风云剧场,http://218.17.216.102:9901/tsfile/live/1070_1.m3u8
CCTV央视台球,http://218.17.216.102:9901/tsfile/live/1066_1.m3u8
CCTV央视文化,http://218.17.216.102:9901/tsfile/live/1071_1.m3u8
CCTV兵器科技,http://218.17.216.102:9901/tsfile/live/1027_1.m3u8
CCTV第一剧场,http://218.17.216.102:9901/tsfile/live/1072_1.m3u8
CCTV风云音乐,http://218.17.216.102:9901/tsfile/live/1073_1.m3u8
CCTV世界地理,http://218.17.216.102:9901/tsfile/live/1068_1.m3u8
CETV1,http://txycsbl.centv.cn/zb/0628cetv1.m3u8
CETV1,http://183.207.255.188/live/program/live/zgjy1ott/1300000/mnf.m3u8
CETV2,http://txycsbl.centv.cn/zb/0822cetv2.m3u8
CETV3,http://txycsbl.centv.cn/zb/0822cetv3.m3u8
CETV4,http://txycsbl.centv.cn/zb/0822cetv4.m3u8
每日影院,http://beifeng.site:4000/udp/239.3.1.111:8001
幸福剧场,http://beifeng.site:4000/udp/239.3.1.112:8001
幸福娱乐,http://beifeng.site:4000/udp/239.3.1.113:8001
足球频道,https://nmglive.imfc.cn/5n1r1c/182396.m3u8

卫视,#genre#
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225673/index.m3u8
北京卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225674/index.m3u8
重庆卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225692/index.m3u8
湖北卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225740/index.m3u8
湖北卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225699/index.m3u8
深圳卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225741/index.m3u8?fmt=ts2hls
深圳卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225700/index.m3u8
湖南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视,http://39.134.66.2/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225745/index.m3u8
浙江卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://39.134.66.2/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225703/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225735/index.m3u8
辽宁卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225696/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225705/index.m3u8
江西卫视,http://39.135.138.58:18890/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://117.169.120.140:8080/live/jiangxistv/.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225705/index.m3u8
江苏卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视,http://39.134.66.2/PLTV/88888888/224/3221225503/index.m3u8
东方卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225659/index.m3u8
东方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225658/index.m3u8
东方卫视,http://183.207.255.197/live/program/live/hddfws/2300000/mnf.m3u8
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
东南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225657/index.m3u8
贵州卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225728/index.m3u8
四川卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225733/index.m3u8
天津卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225698/index.m3u8
天津卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225739/index.m3u8
山东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225738/index.m3u8
山东卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225738/index.m3u8
山东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225697/index.m3u8
安徽卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225737/index.m3u8
安徽卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225691/index.m3u8
安徽卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225737/index.m3u8
安徽卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225737/index.m3u8?fmt=ts2hls
山西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225730/index.m3u8
山西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8
山西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8?fmt=ts2hlsts
山西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8?fmt=ts2hlsts
四川卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231885/1.m3u8
河北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8
河北卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225732/index.m3u8?fmt=ts2hls
河北卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225732/index.m3u8
贵州卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8
贵州卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225728/index.m3u8
内蒙古卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225667/index.m3u8
青海卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225727/index.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
陕西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225729/index.m3u8
陕西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8
陕西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8
内蒙古卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8
甘肃卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8
甘肃卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8
甘肃卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225724/index.m3u8
宁夏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8
宁夏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
宁夏卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225726/index.m3u8
广东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225701/index.m3u8
广西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225731/index.m3u8
广西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8?fmt=ts2hls
海南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8
海南卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225722/index.m3u8
旅游卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225722/index.m3u8
吉林卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225680/index.m3u8
吉林卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8
吉林卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225680/index.m3u8
黑龙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225736/index.m3u8?fmt=ts2hls
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225690/index.m3u8
云南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225664/index.m3u8
云南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225664/index.m3u8
新疆卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225725/index.m3u8
新疆卫视,http://218.204.51.252:9901/tsfile/live/1044_1.m3u8
新疆卫视,http://livehyw5.chinamcache.com/hyw/zb01.m3u8?txSecret=58347f72aece2c25c685b8dc4da74652&txTime=95A66658
新疆卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225788/index.m3u8?servicetype=1&IASHttpSessionId=OTT
兵团卫视,http://111.59.189.40:8445/tsfile/live/0115_1.m3u8
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/chunklist_w588330955.m3u8
上海纪实,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
西藏卫视,https://tv.vtibet.cn:443/live/EfgSmE4jCTBtvchannel3.m3u8
西藏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8
西藏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8
西藏卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225723/index.m3u8
西藏影视文化,https://tv.vtibet.cn/live/FYeIdVzzCTBtvchannel2.m3u8
西藏藏语,https://tv.vtibet.cn/live/de3mrRaaCTBtvchannel1.m3u8
西藏藏语,http://media.vtibet.com/masvod/HLSLive/7/zangyuTV_q1.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8
延边卫视,http://111.20.33.70/TVOD/88888893/224/3221226220/index.m3u8
大湾区卫视,http://111.20.33.70/TVOD/88888893/224/3221226218/index.m3u8
农林卫视,http://111.20.33.70/TVOD/88888893/224/3221226229/index.m3u8


广东,#genre#
大湾区卫视ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.0.215:5146
广东卫视ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.1.19:5146
广东卫视ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.1.152:5146
广东卫视ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.0.84:5146
广东卫视ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.0.166:5146
广东珠江ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.0.1:5146
广东珠江ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.0.114:5146
广东新闻ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.0.173:5146
广东公共ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.0.225:5146
广东体育ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.0.112:5146
广东体育ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.0.168:5146
广东移动,http://yzfvip.top:8000/rtp/239.77.0.20:5146
广东综艺 4K,http://yzfvip.top:8000/rtp/239.77.1.236:5146
广东综艺 4K,http://yzfvip.top:8000/rtp/239.77.1.237:5146
广东综艺 4K,http://yzfvip.top:8000/rtp/239.77.0.244:5146
广东综艺 4K,http://yzfvip.top:8000/rtp/239.77.0.245:5146
广东房产,http://yzfvip.top:8000/rtp/239.77.0.14:5146
广东经济科教ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.0.85:5146
广东经济科教ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.0.167:5146
广东影视ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.0.217:5146
广东少儿ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.0.250:5146
嘉佳卡通ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.0.179:5146
岭南戏曲,http://yzfvip.top:8000/rtp/239.77.0.16:5146
现代教育,http://yzfvip.top:8000/rtp/239.77.0.18:5146
广州综合ᴴᴰ,http://yzfvip.top:8000/rtp/239.253.43.71:5146
广州新闻ᴴᴰ,http://yzfvip.top:8000/rtp/239.253.43.72:5146
广州影视ᴴᴰ,http://yzfvip.top:8000/rtp/239.253.43.73:5146
广州法治ᴴᴰ,http://yzfvip.top:8000/rtp/239.253.43.74:5146
广州竞赛ᴴᴰ,http://yzfvip.top:8000/rtp/239.253.43.75:5146
南国都市4K,http://yzfvip.top:8000/rtp/239.253.43.99:5146
深圳卫视ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.1.3:5146
深圳卫视ᴴᴰ,http://yzfvip.top:8000/rtp/239.77.1.148:5146
